bugID,TextDescription,cl,pd,co,rp,OS,bs,rs,Priority,Severity
125590,wordq support in openoffice,Unclassified,App Dev,api,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125591,Java installation could not be found,Application,Base,code,Mac,OS X 10.9,CLOSED,FIXED,P3,Major
125593,new sheets won't print,Application,Calc,printing,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Major
125594,Option to set default font used when opening csv/txt files,Application,Calc,editing,All,All,UNCONFIRMED,,P3,Normal
125596,Reports:Image field is not updating (sometimes),Application,Base,code,All,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125597,"Queries:In ""java options"" back button is not working(sometimes)",Application,Base,code,All,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125598,Renumbering problems in master document,Application,Writer,code,PC,Windows 7,UNCONFIRMED,,P3,Normal
125599,Inability to select design mode in form view,Application,Base,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125600,Page numbers inconsistency between table of content and actual document,Application,Writer,save-export,PC,Windows 7,CONFIRMED,,P3,Major
125601,Reference pointing to wrong illustration in the master document,Application,Writer,code,All,All,UNCONFIRMED,,P3,Normal
125602,Saving file As results in exception C0010002 in SAL3.DLL,Application,Calc,save-export,All,OS/2,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125603,Copying and Pasting from MS Word,Application,Writer,formatting,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125604,Forms:Snap to grid option is not working,Application,Base,code,All,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125605,Forms:Spin button and scroll bar options are not working,Application,Base,code,All,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125607,creating a line with underscore shortcut becomes impossible to delete,Application,Writer,editing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125608,mailmerge printing problem in OO 3.41,Application,Writer,printing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125609,Problem opening files,Unclassified,App Dev,api,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125610,Bug on opening files,Unclassified,App Dev,api,All,All,CLOSED,DUPLICATE,P3,Normal
125611,AOO does weird things if one tries to use multiple master pages with different bullet styles,Application,Impress,formatting,All,All,UNCONFIRMED,,P3,Normal
125612,HYPERLINK wizard gives a wrong URL if you want to go on another sheet,Application,Calc,ui,All,All,CONFIRMED,,P3,Normal
125613,Insert Picture from file do not work,Application,Impress,ui,PC,"Windows, all",CLOSED,FIXED,P2,Critical
125614,Editing of textboxes is incorrect and not usable in full functioning,Application,Writer,editing,All,Windows 7,UNCONFIRMED,,P3,Normal
125615,Check for updates dialog hangs + nonsense text in dialog,Code,General,ui,Mac,OS X 10.9,CLOSED,IRREPRODUCIBLE,P3,Normal
125616,Attempts to set English (US) as default language does not work.,Application,Writer,editing,All,Windows Vista,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125617,"open a *.doc file ,it can't show the image.",Application,Base,help,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
125618,Chinese quotation mark in docx(compatible mode) disapeared in Writer,Application,Writer,open-import,All,All,CLOSED,FIXED,P3,Normal
125619,currency format cannot be set back to standard,Application,Calc,formatting,PC,All,CONFIRMED,,P3,Normal
125620,Sheet empty,Application,Writer,open-import,All,"Windows 8, 8.1",CONFIRMED,,P3,Normal
125621,Wrong text in Help: Reformat Pages,Code,General,help,All,All,CLOSED,FIXED,P3,Normal
125622,Format page causes program to freeze,Application,Calc,formatting,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125623,Grammar checker has never worked.,Application,Writer,editing,PC,"Windows, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125624,Open office traps the system on close,Code,General,ui,PC,OS/2,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125625,"Image anchored ""to paragraph"" does not print in pdf or print preview, but prints when anchored ""as character""",Application,Writer,save-export,All,All,CONFIRMED,,P3,Major
125626,Improve text for F5 shortcut Help,Code,General,help,All,All,CLOSED,WONT_FIX,P3,Normal
125627,Unable to properly open a .DOCX file created in Word - the middle section is missing,Code,General,ui,PC,Windows XP,CLOSED,DUPLICATE,P3,Normal
125628,Object Already Exists,Application,Installation,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125629,Salvar instead of Guardar,NLC,Native-Lang,pt,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125630,Writer very slow when displaying documents containing large pictures.,Application,Writer,viewing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Critical
125631,Randomly locks up,Application,Calc,ui,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125632,Writer crashes during first save of as formula,Application,Writer,save-export,PC,Windows 7,CONFIRMED,,P3,Normal
125633,"Sound ok in PowerPoint 2007, no sound in Windows OpenOffice 4.1.1 Impress",Application,Impress,viewing,PC,Windows Vista,CLOSED,DUPLICATE,P3,Normal
125634,Spelling issue with Writer's spell checker,Application,Writer,programming,PC,"Windows, all",CLOSED,DUPLICATE,P3,Blocker
125635,Writer's document is blocked when writien mail address is activated as hyperlink.,Application,Writer,programming,All,Windows 7,CONFIRMED,,P3,Major
125636,Choice of decimal point when exporting/saving .csv files,Application,Calc,save-export,All,Windows 7,REOPENED,,P3,Normal
125638,Sug: Ability to change fonts live,Application,Writer,code,All,"Windows, all",UNCONFIRMED,,P3,Normal
125639,Printer settings corrupted,Code,General,code,All,All,CLOSED,DUPLICATE,P3,Normal
125640,Printer settings corrupted,Code,General,code,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125641,Thai characters replaced with boxes,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125642,Mac/Windows incompatibility when rendering the square-root symbol,Application,Math,ui,All,All,CLOSED,DUPLICATE,P3,Normal
125643,crashes repeatedly since installation of 4.1.1,Application,Calc,formatting,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125644,"file format error found at 38,7(row,col).",Application,Writer,viewing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125645,Unable to install new version 4.1.1.,Application,Installation,ui,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
125646,Paste Special in context menu is sometimes missing when trying to paste web contents.,Application,Calc,editing,PC,Linux 32-bit,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125648,Calc crashes by saving in when cell includes Windows command prompt,Application,Calc,save-export,Other,Windows 7,CONFIRMED,,P3,Normal
125650,Interrupted download,Application,Installation,ui,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125651,Open particular.odt fails with error message,Application,Writer,open-import,PC,All,CONFIRMED,,P3,Normal
125653,single line entries of text cannot be edited,Application,Base,code,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125654,Forms do limit entry to length set by MySQL database field,Application,Base,code,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125655,Cannot save into CSV format,Application,Base,code,All,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
125656,"Draw cannot save in Jpeg, bmp, pnp graphic formats",Application,Draw,code,All,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Major
125657,"Creating form not using the designer produces a text document, not a database form",Application,Base,code,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125658,Help opens with wrong application index,Code,General,help,PC,All,CONFIRMED,,P3,Normal
125659,Cannot create shortcut for insert formula,Application,Writer,ui,Mac,OS X 10.9,CLOSED,OBSOLETE,P3,Normal
125660,Microsoft Visual C++ Runtime Library - Runtime error! soffice.bin,Code,General,ui,PC,"Windows 8, 8.1",CLOSED,FIXED,P3,Blocker
125661,latest android version on play is version 3.4.2,Code,General,code,Other,Other OS,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125662,"I loaded oo 4.1.1 When I click program doesn't run, I only see directory. BUT I did a program in Word, it got saved as OO (not my doing0. I can't delete or close the documenmt HELP",Application,Installation,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125663,unable to create a new folder,Application,Writer,ui,PC,Windows Vista,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125664,Crashes upon import,Application,Writer,open-import,Mac,OS X 10.9,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125665,program freezes up and prompt for document recovery every time its opened,Application,Writer,configuration,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125666,Crashes,Application,Writer,viewing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125667,Question Marks when application form filled in and saved as .doc,Application,Writer,save-export,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125668,LOSING EVERYTHING,Code,General,accessibility,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125672,"Error ""index out of bounds""",Application,Writer,editing,Mac,Mac OS X 10.7,UNCONFIRMED,,P3,Normal
125673,"hebrew "".""/""?"" appears at wrong side",Application,Writer,formatting,Mac,Mac OS X 10.7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125674,hebrew underlined text generates wrong spacing,Application,Writer,formatting,PC,Mac OS X 10.7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125675,save as issue,Application,Writer,save-export,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125676,Cannot install OO4.1.1 on Ubuntu14.04,Application,Installation,code,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125677,"_socket.pyd missing export function ""init_socket""",Unclassified,App Dev,api,PC,Windows 7,UNCONFIRMED,,P3,Normal
125678,Inserted picture is black rectangle,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Blocker
125679,Sheet with encoded URL  in its name does not open,Application,Calc,open-import,All,All,REOPENED,,P3,Normal
125681,spurious style number in copyPaste,Application,Writer,editing,All,All,CLOSED,DUPLICATE,P3,Normal
125682,File save as does not work in either word processor or presentation,Code,General,help,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125685,All options disappear on paste special of images after second image.,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
125687,Auto spell check not working,Code,General,spell checking,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
125688,"Autosave hangs, and subsequently crashes OpenOffice",Code,General,ui,PC,"Windows, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125689,I have an .ODS file that opens in writer and only shows hashmarks as content.,Application,Calc,save-export,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P1 (highest),Critical
125690,crash when opening older files,Application,Writer,open-import,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Major
125691,[netbeans-integration] add-on constructor is called as many times as there are menu items,Unclassified,App Dev,sdk,All,All,CONFIRMED,,P3,Normal
125692,Key,Application,Installation,update notifications,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
125693,printing with script and mailmerge does not recognize settings of PrintEmptyPages or EmptyPages by script.,Application,Writer,printing,PC,Windows 7,CONFIRMED,,P3,Normal
125694,Crash when applying style from style list,Application,Writer,formatting,PC,"Linux, all",CLOSED,IRREPRODUCIBLE,P3,Major
125695,Add new shapes in basic elements with colored and adjustable text area,Application,Draw,formatting,All,All,CONFIRMED,,P3,Normal
125696,Remove information from Help on Error Reporting tool,Code,General,help,All,All,RESOLVED,FIXED,P3,Minor
125697,cannot import .tif files,Application,Writer,open-import,PC,Windows 7,CLOSED,DUPLICATE,P1 (highest),Major
125698,Page background color lines between paragraphs with colored background,Application,Writer,formatting,All,All,CLOSED,FIXED,P3,Normal
125699,No automatic font color adaption to paragraphbackground or page background color,Application,Writer,viewing,All,All,CONFIRMED,,P3,Normal
125700,"OOooo user dialog editor - element ""listbox"" - ""execute act"" trigers only on mouse",Unclassified,App Dev,api,All,Windows XP,UNCONFIRMED,,P3,Major
125701,Open/reopen message blocks use,Code,General,code,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Blocker
125702,Need of more functions,Application,Calc,programming,All,All,CLOSED,DUPLICATE,P3,Minor
125703,problems with  AutoCorrect,Application,Writer,formatting,All,Windows Vista,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125704,Default printer issues when rows are repeated.,Application,Calc,formatting,All,All,UNCONFIRMED,,P3,Normal
125706,.XLS file saved by OO 4.0.1 crashes version 4.1.1 during open phase,Application,Calc,open-import,All,Windows XP,CLOSED,OBSOLETE,P3,Normal
125707,Impress Note View jumps back to 1st Slide when I click the slide pane background,Application,Impress,viewing,PC,Windows 7,UNCONFIRMED,,P3,Trivial
125708,Impress Note View jumps back to 1st Slide when I switch to other application window,Application,Impress,viewing,PC,Windows 7,UNCONFIRMED,,P3,Minor
125709,Long times to insert / delete lines,Application,Calc,editing,PC,"Windows, all",CONFIRMED,,P3,Normal
125710,i updated apache,Application,Installation,update notifications,Mac,OS X 10.9,CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125712,automation build is broken if debug=true and dbglevel=1,Code,General,code,All,All,UNCONFIRMED,,P3,Normal
125713,Document user format with columns not completely printed,Application,Writer,printing,Mac,OS X 10.9,UNCONFIRMED,,P3,Normal
125714,Without hardware acceleration rounded corners are badly rendered,Application,Impress,viewing,All,All,UNCONFIRMED,,P3,Normal
125715,Calc crashes when formatting cell font color,Application,Calc,formatting,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125716,open office crashes when i insert rows in a spreadsheet with manual breaks,Application,Calc,editing,All,All,CLOSED,DUPLICATE,P3,Normal
125717,insert frame should not add newline,Application,Writer,editing,All,All,UNCONFIRMED,,P3,Normal
125718,Improper operation AutoFilter,Application,Calc,open-import,PC,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125719,Table rows merged when printing ODT file from command line,Application,Writer,printing,Other,Linux 64-bit,UNCONFIRMED,,P3,Normal
125720,Writer Crashes During Save AFTER Adding Table,Application,Writer,save-export,All,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125721,Dictionaries Update - Installation Dialog Window is CONFUSING,Application,Writer,ui,All,All,UNCONFIRMED,,P3,Normal
125722,Crashing after table,Application,Writer,formatting,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125723,CRASH when open particular.html documents,Application,Writer,open-import,All,Windows 7,UNCONFIRMED,,P3,Normal
125724,CRASH applying character or paragraph styles with <Ctrl+Shift+y> repeatedly to TABLE contents,Application,Writer,editing,PC,Windows 7,CONFIRMED,,P3,Major
125725,Incorrect display of the inserted graphic object from the file EMF-type,Application,Writer,open-import,All,All,UNCONFIRMED,,P3,Normal
125726,Semantical text treatment for comparison (when searching for changes between texts),Application,Writer,editing,All,All,UNCONFIRMED,,P5 (lowest),Major
125727,Crashing,Application,Impress,editing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125728,Writer crashes when pasting into a created footnote,Application,Writer,formatting,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125730,"Enhancement to ""copy to"" feature of filter(s) to copy VALUE not formula",Application,Calc,editing,All,All,UNCONFIRMED,,P3,Normal
125731,"""Target in Document"" Hyperlink doesn't work when the target header has combination of number and period",Application,Writer,editing,PC,Windows 7,CONFIRMED,,P3,Major
125732,OO crashes and deletes files,Application,Calc,save-export,Mac,OS X 10.9,CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125733,SUM function does not work,Application,Calc,editing,PC,Windows Vista,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125734,can not save images or drawings into scalc,Application,Calc,save-export,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125735,Vlookup ignores trailing signs,Application,Calc,programming,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125736,fatal error: 'unordered_set' file not found while building sal module,Code,General,code,Mac,OS X 10.9,UNCONFIRMED,,P3,Major
125737,Does Not Save Multiple Sheets,Application,Calc,save-export,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125738,Start Center: Missing letters when scaling used in View option,Code,General,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
125740,Installation not completed,Application,Installation,ui,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125741,Crash in Basic IDE on watch of Cell in TableShape,Unclassified,App Dev,scripting,All,All,CONFIRMED,,P3,Normal
125742,Step by step building guide for Mac OS X platform,Infrastructure,Infrastructure,Documentation,All,All,CLOSED,FIXED,P3,Normal
125743,INDEX() function in array context returns #VALUE! cells instead of full rows,Application,Calc,editing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Minor
125744,only writer opens and always searches,Application,Writer,help,All,All,UNCONFIRMED,,P3,Normal
125745,"cellType=""d"" not supported when reading MS Excel files",Application,Calc,open-import,All,All,UNCONFIRMED,,P3,Normal
125746,Tab option is not working,Application,Calc,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125747,[AW080] crash with TableShape,Application,Draw,editing,All,All,UNCONFIRMED,,P3,Normal
125748,Pasting pictures in Calc causes Open Office crash,Application,Calc,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Major
125749,"Options toolbar not listed in ""ViewToolbars"" menue",Application,Draw,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125750,Wrong chapter title in running header after the first page of endnotes,Application,Writer,formatting,All,All,UNCONFIRMED,,P3,Normal
125751,Impress crashes when trying to open saved content,Application,Impress,editing,PC,Windows 7,UNCONFIRMED,,P3,Major
125752,Removing text of a rectangle comes back after reopening,Application,Impress,editing,PC,"Linux, all",CONFIRMED,,P3,Normal
125753,Impress crashes while changing table style,Application,Impress,formatting,All,Linux 64-bit,CLOSED,IRREPRODUCIBLE,P3,Normal
125754,OpenOffice 4.1.1 (writer crash with uno java) crashes randomly.,Unclassified,App Dev,api,PC,Windows 7,CLOSED,DUPLICATE,P3,Blocker
125755,4.1 crashes all the time,Code,General,ui,All,Windows 7,UNCONFIRMED,,P3,Major
125756,GUI frame breaks down after exiting Full Screen mode,Code,General,ui,Mac,OS X 10.9,CONFIRMED,,P3,Normal
125758,General I/O error on DOC opening,Application,Writer,open-import,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125759,"no options, writer only,",Application,Writer,viewing,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125760,"Copy a sheet to a new file results in a huge file, that is slow to load.",Application,Calc,open-import,Mac,OS X 10.9,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125762,Writer crashed when I tried to close bibliography table,Application,Writer,ui,Mac,OS X 10.9,CLOSED,FIXED,P3,Normal
125763,"crash of special svg-graphic when convert to curve, depends on image and stroke-width",Application,Draw,editing,All,All,CONFIRMED,,P3,Normal
125764,Installation has Viruses on it,Application,Installation,ui,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125765,Data-entry shortcuts not working correctly,Application,Calc,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125766,Opening a PDF file crashes OpenOffice,Code,General,ui,PC,"Windows, all",RESOLVED,FIXED,P3,Normal
125767,Images lost in document when autosave takes place AND previous version was saved on another platform.,Application,Writer,editing,All,All,CONFIRMED,,P3,Normal
125768,Main Section Headers in help are not in Turkish in Turkish version of AOO,Code,General,help,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125769,don't sorted lines by date,Application,Calc,formatting,PC,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125771,OO crashes,Application,Writer,viewing,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125772,"in query my list sorted by the date, but in reports - don't can get sorted output",Application,Base,code,PC,Windows XP,UNCONFIRMED,,P3,Normal
125773,"Is there  changes in the way that java - UNO - openOffice, work from OO-3.3?",Unclassified,App Dev,api,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125774,Display error when adding decimals,Application,Calc,programming,PC,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125775,Shapes exported in PNG and GIF are slightly cropped,Application,Draw,save-export,PC,Windows 7,CONFIRMED,,P3,Normal
125776,Support Xcode 6 and API changes in 10.9 platform SDK,Code,General,code,All,All,CLOSED,FIXED,P3,Normal
125777,Request for button size correction,Application,Calc,ui,All,All,CLOSED,FIXED,P3,Normal
125778,Text in cells -> zero,Application,Calc,open-import,All,All,CONFIRMED,,P3,Normal
125779,Conversion string -> decimals,Unclassified,App Dev,scripting,Mac,OS X 10.9,UNCONFIRMED,,P3,Major
125780,Formatting Toolbar Disappears When Text is Selected,Application,Writer,formatting,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Critical
125781,"файл открывается и одни решетки, пропал текст",Application,Writer,help,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125782,"Translation of ""Open password"" as ""Otwarte hasło""",NLC,Native-Lang,pl,All,All,CLOSED,FIXED,P3,Minor
125783,Cannot save in Word 2003 format,Application,Writer,save-export,Mac,OS X 10.9,CONFIRMED,,P3,Normal
125784,Inserted picture disappear while editing,Application,Writer,editing,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
125785,The requested operation requires elevation......,Application,Calc,viewing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125786,Crash during the slide show,Application,Impress,code,PC,Windows 7,CLOSED,DUPLICATE,P3,Blocker
125787,Error - file type not supported - trying to load file from Google Drive when saved as Word file,Application,Writer,save-export,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125788,RFE Tables for Calc feature urgently wanted,Application,Calc,ui,PC,Windows 7,UNCONFIRMED,,P3,Normal
125789,writer alignment,Application,Writer,formatting,All,All,UNCONFIRMED,,P3,Normal
125790,Writer crashes when opening a word document (docx) with a fixed tabel,Application,Writer,open-import,All,All,CONFIRMED,,P3,Major
125791,OpenOffice crashes when opening a tree view with JAWS 15 running.,Code,General,accessibility,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125792,CRASH when open Web page,Code,General,ui,All,Windows 7,CONFIRMED,,P3,Major
125793,Files open in read-only mode,Code,General,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125794,"""Applying spacing between Asian, Latin and complex text"" doesn't save",Application,Impress,formatting,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125795,the font n colours,Application,Writer,printing,All,Windows Vista,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125796,Problems with the numbering and dots.,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Blocker
125797,Error loading BASIC of document,Application,Writer,open-import,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125798,Cannot set Bullets & Numbering position when measuring in points,Application,Writer,formatting,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
125800,Extra data (repeating) under the empty field in the table bug,Application,Base,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125801,"double-click in greyish space outside page boundaries => fatal error ""index out of bounds""",Application,Writer,ui,Mac,OS X 10.9,UNCONFIRMED,,P3,Normal
125802,Adding single quote to above paragraph spacing replaces with different number,Application,Writer,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Minor
125803,Pasting short text does not erase display of longer text,Application,Writer,code,All,Windows 7,CONFIRMED,,P3,Normal
125804,Calc Lookup is broken,Application,Calc,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125805,"Table Properties| Sofware crashes if calculation of table width is not complete when ""spacing"" is updated to a value greater than table width",Code,General,ui,PC,Windows 7,CONFIRMED,,P3,Normal
125806,Table row background color doesn't get saved to doc format,Application,Writer,save-export,All,All,CONFIRMED,,P3,Normal
125807,Tildes aren't handled correctly in dynamically updated menu items,Application,Writer,ui,PC,Windows 7,CONFIRMED,,P3,Normal
125808,Opening File crashes OO Writer,Application,Writer,open-import,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125809,Remove obsolete Background tab from object property dialog,Code,General,ui,All,All,RESOLVED,FIXED,P3,Normal
125810,Import Sinhala (si) translation into Pootle,Infrastructure,Infrastructure,Pootle,All,All,CLOSED,FIXED,P3,Normal
125811,Chart data range not remembered after quit,Application,Calc,save-export,All,"Mac OS X, all",CONFIRMED,,P3,Normal
125812,CRASH AFTER UPATE,Application,Base,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125813,"Set option ""search criteria must apply to whole cell"" to true, when opening .xls or .xlsx file",Application,Calc,ui,All,All,REOPENED,,P3,Normal
125814,"Handout format does not leave enough room for page number, etc. to show properly when printed",Application,Impress,formatting,PC,OS/2,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125815,support build with OSX 10.10 SDK,Code,General,code,Mac,OS X 10.10,CLOSED,FIXED,P3,Normal
125816,"Trendline is missing in Chart in document, which was saved by LibreOffice",Application,Calc,open-import,All,All,CONFIRMED,,P3,Normal
125817,Erroneous page break on save,Application,Writer,save-export,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
125818,"No error for input, sum was erronious",Application,Calc,ui,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125819,xls spreadsheet won't print,Application,Calc,printing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125820,Image imported from PNG file is cropped,Application,Impress,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125822,problem with copy,Application,Impress,editing,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125825,Copy-Paste of Chart into Paint is poor,Application,Calc,save-export,PC,Windows 7,UNCONFIRMED,,P3,Normal
125826,Problem with save as,Application,Writer,save-export,All,All,CLOSED,DUPLICATE,P3,Normal
125827,Options-Load/Save-General dialog is not high enough,Code,General,ui,PC,"Windows, all",CONFIRMED,,P3,Minor
125828,Critical Error While Exporting as PDF - program crashes every time,Application,Impress,save-export,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125829,"OO hangs when trying to open some files from File Explorer; but files open from ""open"" dialogue",Code,General,ui,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
125830,"aoo-4.1.1 cannot configure: error: no, you need at least ant >= 1.6.0",Code,Build Tools,configure,Mac,OS X 10.10,UNCONFIRMED,,P3,Normal
125831,Columns moving up,Application,Calc,editing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
125832,Language fails to USA when inserting a table,Application,Writer,editing,Mac,OS X 10.10,UNCONFIRMED,,P3,Normal
125833,Very slow to open a Microsoft Excel 97-2003 Worksheet (.xls),Application,Calc,open-import,PC,Windows 7,CONFIRMED,,P3,Normal
125834,Tools>Macros>Run macro> Open Office Macro>Capitalise>Run throws null pointer exception,Application,Draw,ui,Mac,OS X 10.10,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125835,"when I hold down ""u"" character I would expect to see list of alternative characters similar to ""u"", as it always happens in MacOSX",Application,Writer,editing,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
