bugID,TextDescription,cl,pd,co,rp,OS,bs,rs,Priority,Severity
1600602,Stop creating a new ActorPool for FrameTargetActor,Components,DevTools,Framework,Unspecified,Unspecified,RESOLVED,DUPLICATE,P3,normal
1600603,Update web-platform-tests to 7cc8448ba2443173e5837a3b5135cff81ebc60bc,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,--,normal
1600605,Add support for prio(medium-high) or some such to ipdl,Components,Core,IPC,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600606,"port changes from ""Bug 1493292 - Remove aDataLen parameters from nsITransferable"" and bug 1503588  to Thunderbird",Client Software,Thunderbird,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600607,Intermittent TEST-UNEXPECTED-TIMEOUT | /service-workers/cache-storage/serviceworker/cache-matchAll.https.html | expected OK,Components,Core,DOM: Service Workers,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600608,Remove duplicated declaration of JS_IsArrayBufferViewObject in jsfriendapi.h,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600609,Remove unused TabGroup::HasOnlyThrottableTabs(),Components,Core,DOM: Navigation,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600610,Navigating to http://localhost:9222/ should serve page targets for debugging,Components,Remote Protocol,Agent,Unspecified,Unspecified,RESOLVED,WONTFIX,P3,normal
1600611,[wpt-sync] Sync PR 20555 - Verify that nested frames can navigate same-origin ancestors.,Components,Core,DOM: Core & HTML,All,All,RESOLVED,FIXED,P4,normal
1600612,Stop using message manager to communicate between FrameProxy and FrameTarget for remote frames,Components,DevTools,Framework,Unspecified,Unspecified,RESOLVED,DUPLICATE,P1,normal
1600613,Glean: Enable application id `mozilla.lockbox`,Client Software,Data Platform and Tools,General,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600614,Enumerate the existing metrics for Lockwise for Android,Client Software,Data Platform and Tools,Glean: SDK,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600615,"All JSWindowActor.sendQuery() rejected promises have the same reason ""The operation failed for an operation-specific reason""",Components,Core,DOM: Content Processes,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600616,Requests for domains under DNS Suffix list are resolved through TRR,Components,Core,Networking: DNS,ARM,Android,NEW,,P2,normal
1600618,Provide more guidance on which smart pointer types to use,Components,Core,Storage: IndexedDB,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600619,Closing developer tools switches focus back to the original tab,Components,DevTools,Console,Unspecified,Unspecified,VERIFIED,FIXED,P3,normal
1600620,[wpt-sync] Sync PR 20557 - Handle commit changes,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600621,Intermittent runner.py | application crashed [@ mozglue_static::panic_hook],Components,Core,Graphics: WebRender,Unspecified,Unspecified,NEW,,P3,normal
1600622,[Wayland][WLRoots] Window output freezing on focus/workspace changes,Components,Core,Widget: Gtk,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600623,Review and cleanup the printing telemetry,Components,Toolkit,Printing,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600624,"Intermittent Assertion failure: aSheet->GetOwnerRule(), at z:/build/build/src/layout/style/StyleSheet.cpp:614",Components,Core,CSS Parsing and Computation,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600625,need-investigagtion jobs subsequently green should be moved to known-intermittents,Developer Infrastructure,Tree Management,Push Health,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600626,PushHealth should indicate progress of the try,Developer Infrastructure,Tree Management,Push Health,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600627,Whitelist CFR personalization instance to allow writes to RemoteSettings,Client Software,Cloud Services,Server: Remote Settings,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600628,Intermittent toolkit/mozapps/extensions/test/browser/browser_page_options_install_addon.js | Test timed out -,Components,Toolkit,Add-ons Manager,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600629,Input box min size fixed at 32px - Linux,Components,Core,Layout: Form Controls,x86_64,Linux,RESOLVED,INVALID,--,normal
1600630,"Occasional ""File not found"" error when trying to open a page in Firefox via BBEdit",Client Software,Firefox,Untriaged,Desktop,macOS,RESOLVED,INVALID,--,normal
1600632,source-test-mozlint-android-lints run when it shouldn't have run,Developer Infrastructure,Firefox Build System,Lint and Formatting,Unspecified,Unspecified,NEW,,P3,normal
1600633,Glean: add Gecko beta & nightly metrics to probe-scraper,Client Software,Data Platform and Tools,General,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600634,"Disable push notifications for cfr-models, cfr-experiment and cfr-control collections",Client Software,Cloud Services,Server: Remote Settings,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600636,AttributeError: 'ExecuteAsyncScriptRun' object has no attribute 'logger',Components,Testing,web-platform-tests,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600637,Assertion failure: mFrames.FirstChild() && mFrames.FirstChild()->GetContentInsertionFrame()->IsLegendFrame() | Crash [@ mozilla::ReflowInput::ReflowInput ],Components,Core,Layout: Form Controls,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600641,Metadata update sometimes loses information about intermittents,Components,Testing,web-platform-tests,Unspecified,Unspecified,NEW,,P2,normal
1600642,Enumerate the existing metrics for Lockwise for iOS,Client Software,Data Platform and Tools,Glean: SDK,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P3,normal
1600644,Do not report ProfilerBuffer's own size twice,Components,Core,Gecko Profiler,All,All,RESOLVED,FIXED,P3,normal
1600645,"Assertion failure: mIndex > -1, at /builds/worker/workspace/build/src/docshell/shistory/nsSHistory.cpp:1384",Components,Core,DOM: Navigation,Unspecified,Unspecified,RESOLVED,DUPLICATE,P3,normal
1600646,localhost/bugz/rest/version giving software error,Server Software,Bugzilla,WebService,Unspecified,Unspecified,UNCONFIRMED,,P1,normal
1600647,Clarify where strong references should be acquired,Components,Core,Storage: IndexedDB,Unspecified,Unspecified,NEW,,P2,normal
1600649,Intermittent toolkit/components/extensions/test/browser/browser_ext_themes_ntp_colors_perwindow.js | leaked 1 window(s) until shutdown [url = chrome://browser/content/browser.xul],Components,WebExtensions,General,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600652,Floating text selection toolbar misplaced above the selection,Components,Core,Graphics: WebRender,Unspecified,All,VERIFIED,FIXED,P1,normal
1600653,Intermittent ShutdownLeaks | failed to parse line <--DOMWINDOW == 9 (>,Components,Core,DOM: Core & HTML,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600654,Adding Glean to your Project incorrectly mentions that you need to change probe scraper,Client Software,Data Platform and Tools,Glean: SDK,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600655,Bottom fixed content is hidden outside of viewport when Fenix toolbar is set to top.,Components,GeckoView,General,Unspecified,Android,RESOLVED,INVALID,--,normal
1600656,Tracking bug for 2020-01-07 mgration work,Other,Release Engineering,Release Requests,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600657,"first l10n bumper on beta should build without ""DONTBUILD""",Other,Release Engineering,Release Automation: L10N,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600658,junit harness for content process crash tests needs redesign,Components,GeckoView,General,Unspecified,All,RESOLVED,FIXED,P1,normal
1600659,decode_error instead of handshake_failure when renegotiation_info is not empty,Components,NSS,Libraries,Unspecified,Unspecified,NEW,,P2,normal
1600660,Ensure old AMIs are being cleaned up,Client Software,Cloud Services,Operations: Tecken,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600661,"Refactor findAllMessage, findMessage into handleMessageRequest",Client Software,Firefox,Messaging System,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600662,"Assertion failure: aSheet->GetOwnerRule(), at z:/build/build/src/layout/style/StyleSheet.cpp:614",Components,Core,CSS Parsing and Computation,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600663,ContentParent::MarkAsDead should alert Android to unbind content process service,Components,GeckoView,General,Unspecified,All,RESOLVED,FIXED,P1,normal
1600664,Download the wasi sysroot during bootstrap for Linux,Developer Infrastructure,Firefox Build System,Bootstrap Configuration,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600667,Crash in [@ nssCKFWObject_GetAttributeSize | NSSCKFWC_GetAttributeValue | builtinsC_GetAttributeValue],Components,NSS,Libraries,All,All,NEW,,P2,normal
1600668,Error out if PERFHERDER_DATA is malformed,Developer Infrastructure,Tree Management,Perfherder,Unspecified,Unspecified,NEW,,P3,normal
1600669,Please add NSS version and target (both) milestones 3.50 to 3.59,Developer Infrastructure,bugzilla.mozilla.org,Administration,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600671,Doc for onLoadRequest mentions boolean even though it returns a `AllowOrDeny`,Components,GeckoView,General,Unspecified,All,RESOLVED,FIXED,P3,normal
1600672,[JITSI] screen sharing artefacts,Components,Core,WebRTC,Unspecified,Unspecified,UNCONFIRMED,,P3,normal
1600673,Intermittent org.mozilla.geckoview.test.SessionLifecycleTest#collectOpen | deadlock,Components,GeckoView,General,Unspecified,All,NEW,,P5,normal
1600674,Create metrics based on monitor.apiMethod,Client Software,Cloud Services,Operations: Taskcluster,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600675,[wpt-sync] Sync PR 20559 - Update reversing-an-animation test,Components,Core,DOM: Animation,All,All,RESOLVED,FIXED,P4,normal
1600676,[wpt-sync] Sync PR 20560 - Fix WPT test: content-security-policy/reporting/report-only-unsafe-eval.html,Components,Core,DOM: Security,All,All,RESOLVED,FIXED,P4,normal
1600677,gecko-t-linux-talos workers do not have `TASKCLUSTER_WORKER_LOCATION` environment variable set,Other,Infrastructure & Operations,RelOps: General,Unspecified,Unspecified,NEW,,--,normal
1600678,Modernize PDNSRequest,Components,Core,Networking: DNS,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600680,Another race condition with autocompletion,Components,DevTools,Console,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600681,Intermittent devtools/client/responsive/test/browser/browser_ext_messaging.js | application terminated with exit code 1,Components,DevTools,Responsive Design Mode,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600682,[wpt-sync] Sync PR 20561 - Fix email handing for decision task,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600683,Intermittent devtools/client/responsive/test/browser/browser_container_tab.js | application terminated with exit code 1,Components,DevTools,Responsive Design Mode,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600684,[Fission] Crash in [@ mozilla::ipc::WriteIPDLParam<T> | mozilla::dom::PContentChild::SendWindowClose],Components,Core,DOM: Content Processes,Unspecified,Unspecified,RESOLVED,DUPLICATE,P3,normal
1600689,[wpt-sync] Sync PR 20562 - Add a test for jobs scheduled on an epochs push,Components,Testing,web-platform-tests,All,All,RESOLVED,INVALID,P4,normal
1600690,Bulk change priority request for WebExtensions,Developer Infrastructure,bugzilla.mozilla.org,Bulk Bug Edit Requests,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600691,"Add global option to use ""--no-arc""",Developer Infrastructure,Conduit,moz-phab,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600692,Crash in [@ NSSCKFWC_GetAttributeValue | PK11_ReadAttribute],Components,Core,Security: PSM,Unspecified,macOS,RESOLVED,DUPLICATE,--,normal
1600693,uncaught exception: out of memory,Client Software,Firefox,Untriaged,Unspecified,Unspecified,RESOLVED,WORKSFORME,--,normal
1600694,Create dashboard to monitor stability for Fenix,Other,Data Science,Dashboard,Unspecified,Android,RESOLVED,INACTIVE,--,normal
1600695,Add a command to map wpt test ids to test files,Components,Testing,web-platform-tests,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600696,Make --no-arc the default option,Developer Infrastructure,Conduit,moz-phab,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600697,wasi-sysroot must be declared as a prerequisite for automation Linux builds,Components,Core,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600698,[JITSI] bandwith usage and status info,Components,Core,WebRTC,Unspecified,Unspecified,NEW,,P3,normal
1600699,[wpt-sync] Sync PR 20563 - Make SVGSMILElement::ResolveInterval robuster,Components,Core,SVG,All,All,RESOLVED,FIXED,P4,normal
1600702,Main process pages do not render correctly after app is paused/resumed,Components,GeckoView,General,Unspecified,All,RESOLVED,DUPLICATE,P1,normal
1600703,[wpt-sync] Sync PR 20564 - Add Chrome expectations to multiTouchPointsWithPause.html.ini,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600704,Redirecting to intent:// URIs in GV does not call onLoadRequest,Components,GeckoView,General,All,Android,RESOLVED,FIXED,P1,normal
1600705,Stop generating closed-over-binding information for leaf functions,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600706,update_incoming is not processed fast enough in stage,Other,Location,General,All,All,RESOLVED,FIXED,P2,normal
1600707,Publish Mozilla CA Policy 2.7,Other,www.mozilla.org,Pages & Content,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600708,Crash in [@ nsExternalAppHandler::OnStartRequest] when debugging HandlerService.js with the browser toolbox,Components,DevTools,Debugger,Unspecified,Windows 7,VERIFIED,FIXED,--,normal
1600709,[wpt-sync] Sync PR 20565 - Allow document access iframe attribute.,Components,Core,DOM: Core & HTML,All,All,RESOLVED,FIXED,P4,normal
1600710,"In Bookmarks Toolbar, if >1 folder has (no title), upon syncing, all bookmarks across both folders will end up in one folder, and the other will be empty.",Client Software,Firefox,Sync,Unspecified,Unspecified,RESOLVED,WONTFIX,P3,S4
1600711,Add mleclair@mozilla.com to the perfteam GitHub team,Other,mozilla.org,Github: Administration,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600712,"Wrench Yaml code writes ""scrollbar-container"" but doesn't read it back",Components,Core,Graphics: WebRender,Desktop,All,RESOLVED,FIXED,--,normal
1600713,[mozdevice] Add FOREGROUND_SERVICE permission to grant_runtime_permissions,Components,Testing,Mozbase,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600715,searchUrlGetParams in the modern configuration does not specify the parameter order,Client Software,Firefox,Search,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600717,Various webrtc wpt disabled on Fission,Components,Core,WebRTC: Signaling,Unspecified,Linux,RESOLVED,FIXED,P2,normal
1600718,"Data Request for ""deletion-request"" ping",Components,Toolkit,Telemetry,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600719,Add some sanity-checking to the *can_run_script xpidl attributes,Components,Core,XPCOM,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600720,./mach build does not work on MacOS 10.15 due to Python 3  errors,Developer Infrastructure,Firefox Build System,General,Desktop,macOS,RESOLVED,FIXED,P1,normal
1600721,Get rid of active_profiles,Client Software,Data Platform and Tools,Datasets: General,All,All,RESOLVED,FIXED,P2,normal
1600725,unlock kmoir's scm level 3 account so it is marked as active,Other,Infrastructure & Operations,Infrastructure: LDAP,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600727,Intermittent browser/base/content/test/plugins/browser_CTP_crashreporting.js | Test timed out -,Components,Core,Plug-ins,Unspecified,Unspecified,RESOLVED,WONTFIX,P5,normal
1600728,Intermittent tp5o_webext | application crashed [unknown top frame],Components,Testing,Talos,x86_64,macOS,RESOLVED,INCOMPLETE,P5,normal
1600731,A white splash screen is displayed when the dark theme is on,Client Software,Pocket,Android client,All,All,RESOLVED,WONTFIX,--,normal
1600732,Delete unused EFS filesystem,Server Software,Tecken,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600733,"""hg reviewers"" should show count of commits for each reviewer",Other,Developer Services,Mercurial: mozext,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600734,security.sandbox.content.level=1 is broken on Linux,Components,Core,Security: Process Sandboxing,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600735,crash in [@ Servo_IsUnknownPropertyRecordedInUseCounter],Components,Core,CSS Parsing and Computation,Unspecified,Unspecified,RESOLVED,FIXED,P4,normal
1600737,Add chromedriver for Chrome 79,Components,Testing,Raptor,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600738,"Intermittent LeakSanitizer | leak at nsThread::ProcessNextEvent, search, js::NativeObject::lookup, lookup",Components,Core,DOM: Events,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600739,Add the ability to report a more specific issue with an article,Client Software,Pocket,Android client,All,All,RESOLVED,INVALID,--,normal
1600741,Remove old chromedrivers from fetch tasks,Components,Testing,Raptor,Unspecified,Unspecified,RESOLVED,MOVED,P3,normal
1600742,Implement list extensions,Components,GeckoView,Extensions,Unspecified,All,RESOLVED,FIXED,P1,normal
1600744,Docker image and host share node_modules subdirectory,Developer Infrastructure,Tree Management,Treeherder: Docs & Development,Unspecified,Unspecified,NEW,,P3,normal
1600745,socorro deploy: 2019.12.02,Server Software,Socorro,Infra,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600747,Intermittent pid: None | application crashed [@ mozilla::java::HardwareCodecCapabilityUtils::HasHWH264()],Components,Testing,Raptor,Unspecified,Unspecified,RESOLVED,DUPLICATE,P3,normal
1600748,Fix styling of the device name section on the Sync tab in about:preferences,Client Software,Firefox,Preferences,Unspecified,Unspecified,VERIFIED,FIXED,--,normal
1600749,"ubuntu1804 - css-placeholder/css-simple-styling.html == css-placeholder/css-simple-styling-ref.html | image comparison, max difference: 255, number of differing pixels: 1496",Components,Core,Layout: Form Controls,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600752,Make accessibility improvements to Compare View and Alerts View,Developer Infrastructure,Tree Management,Perfherder,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600753,The new comment notice on the bug pages disappears after a short delay if viewport is smaller than 800px,Developer Infrastructure,bugzilla.mozilla.org,User Interface,Unspecified,Unspecified,NEW,,--,critical
1600754,[wpt-sync] Sync PR 20566 - Reduce font size of text-transform tests so they fit within the reftest screenshot size.,Components,Core,Layout: Text and Fonts,All,All,RESOLVED,FIXED,P4,normal
1600755,"Failed to retrieve components for product ""Calender""",Graveyard,Invalid Bugs,General,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600756,"Intermittent LeakSanitizer | leak at nsThread::ProcessNextEvent, inlinedGetChild, getChildDataProperty, js::NativeObject::addDataPropertyInternal",Other,Air Mozilla,Events,Unspecified,Unspecified,NEW,,P5,normal
1600757,Dropdown menu component needs screen reader/keyboard support,Developer Infrastructure,Tree Management,Treeherder: Frontend,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600758,Add basic ActiveData data to 'mach test-info report',Components,Testing,General,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600759,Investigate creation of an alternative view to the Graphs view for screen reader users,Developer Infrastructure,Tree Management,Perfherder,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600760,antenna deploy: 2019.12.02,Server Software,Socorro,Infra,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600761,Access and make a11y improvements to all apps - focusing on color/visual improvements,Developer Infrastructure,Tree Management,Treeherder: Frontend,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600762,Intermittent make[4]: *** [force-cargo-library-build] Error 101 after error: Could not compile `jsrust`,Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600764,[wpt-sync] Sync PR 20567 - Removed exception for setting current time on a scroll linked animation,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600766,New feature: Colored Separator line on Bookmarks list,Client Software,Firefox,Bookmarks & History,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600768,Ignore diacritical marks for search on site,Components,Core,Find Backend,All,All,RESOLVED,DUPLICATE,--,normal
1600771,turn on --show-mismatched-frees=no for valgrind tests,Developer Infrastructure,Firefox Build System,General,All,All,RESOLVED,FIXED,--,normal
1600772,New mail alert dialog is not closed after clicking on it,Client Software,Thunderbird,Mail Window Front End,Unspecified,Unspecified,UNCONFIRMED,,--,normal
1600773,there is no cursor hover feedback for tab bar scroll buttons,Components,Core,CSS Parsing and Computation,Unspecified,Unspecified,VERIFIED,FIXED,P2,normal
1600774,Controllers' isCommandEnabled() doesn't fire when focusing the subject field,Client Software,Thunderbird,Message Compose Window,Unspecified,Unspecified,NEW,,--,normal
1600775,NSS 3.48 must depend on NSPR 4.24,Components,NSS,Libraries,All,All,RESOLVED,FIXED,P1,normal
1600776,Thunderbird doesn't display S/MIME message contents,Client Software,Thunderbird,Security,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600777,"ubuntu1804 - indic-shaping/gujarati-3b.html == indic-shaping/gujarati-3-ref.html | image comparison, max difference: 255, number of differing pixels: 46",Components,Core,Layout: Text and Fonts,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600779,Caching in ASRouterTargeting for attachedFxAOAuthClients,Client Software,Firefox,Messaging System,Unspecified,Unspecified,VERIFIED,FIXED,P1,normal
1600782,Update pip-tools to 3.9.0,Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600783,Test doh-rollout addon's local storage migration,Client Software,Firefox,Security,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600784,"Intermittent /content-security-policy/frame-ancestors/report-blocked-frame.sub.html | Violation report status OK. - assert_equals: No such report. expected """" but got ""false""",Components,Core,DOM: Security,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600785,Avoid passing Scene pointers between SceneBuilderThread and RenderBackend thread,Components,Core,Graphics: WebRender,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600786,Intermittent dom/media/tests/mochitest/test_peerConnection_addDataChannelNoBundle.html | PeerConnectionWrapper (pcLocal): legal ICE state transition from new to failed,Components,Core,WebRTC,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600787,snap push to releases task on beta is broken,Other,Release Engineering,Release Automation: Snap,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600788,"Intermittent Assertion failure: lock->owner == 0, at pr/src/threads/combined/prulock.c:196",Components,NSPR,NSPR,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600790,"ubuntu1804 - forms/input/color/transformations-1.html == forms/input/color/transformations-1-ref.html | image comparison, max difference: 7, number of differing pixels: 113",Components,Core,Layout: Form Controls,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600791,Enable and observe Window frustrated use counters,Other,Data Science,Experiment Collaboration,All,All,RESOLVED,INACTIVE,--,normal
1600792,Switch off objc_exception cargo patch,Components,Core,Graphics,All,All,RESOLVED,FIXED,P2,normal
1600793,Make the scrolling input latency telemetry work for Webrender,Components,Core,Panning and Zooming,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600794,[Fission] about:logins doesn't load without user interaction,Components,Core,DOM: Content Processes,Unspecified,Unspecified,RESOLVED,WORKSFORME,--,normal
1600795,[jsdbg2] Debugger::wrapNullableDebuggeeObject should exist,Components,Core,JavaScript Engine,All,All,RESOLVED,FIXED,P3,minor
1600796,Hover Text for Bugs should have Bug summary,Developer Infrastructure,Tree Management,Treeherder: Frontend,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,minor
1600797,Provide an API to notify when an extension is causing the embedder to slow down,Components,GeckoView,Extensions,Unspecified,Android,NEW,,P3,normal
1600798,[Experiment] Pref-Flip Experiment: Unimplemented Window API use counters in beta Fx 72.0 to 73.0 Beta,Other,Shield,Shield Study,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600799,debug output needed for the following cronjobs in BMO,Developer Infrastructure,bugzilla.mozilla.org,Administration,Unspecified,Unspecified,NEW,,--,normal
1600800,Update wpt reftest harness to match internal reftest harness,Components,Testing,web-platform-tests,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600801,Recover gcs missing main summary days from s3,Client Software,Data Platform and Tools,Datasets: Main Summary,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600802,Trying to send discarded browsing context via SendWindowPostMessage(),Components,Core,DOM: Core & HTML,Unspecified,Windows 10,RESOLVED,DUPLICATE,P1,normal
1600803,Upgrade Firefox 74 to use NSPR 4.25,Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600804,"ubuntu1804 - forms/input/checkbox/checkbox-clamp-02.html == forms/input/checkbox/checkbox-clamp-02-ref.html | image comparison, max difference: 25, number of differing pixels: 32",Components,Core,Layout: Form Controls,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600805,Update virtualenv-clone to 0.5.3,Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600806,"Intermittent tests/jit-test/jit-test/tests/xdr/lazy.js | [CodeCoverage] Setting handlers for process 9135. (code 3, args """") [0.6 s]",Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600807,Please help getting the minidump for a crash on my private phone,Graveyard,Firefox for Android Graveyard,General,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600808,[jsdbg2] DebuggerFoo::CallData argument validation exceptions are getting out of hand,Components,Core,JavaScript Engine,All,All,RESOLVED,FIXED,P3,minor
1600809,ubuntu1804 - devtools/client/shared/test/browser_html_tooltip_screen_edge.js | The tooltip panel is over (ie intersects) the anchor horizontally: 1270 < 1137 and 935 < 1280 -,Components,DevTools,General,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600810,[wpt-sync] Sync PR 20568 - [css-pseudo] Set default styles to ::marker,Components,Core,"Layout: Generated Content, Lists, and Counters",All,All,RESOLVED,FIXED,P4,normal
1600811,network ID: use hardcoded IP for route checking in nsNetworkLinkService on MacOS,Components,Core,Networking,Unspecified,macOS,RESOLVED,FIXED,P1,normal
1600812,Update pipenv to 2018.11.26,Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600814,setFixedBottomOffset is not necessarily called when the offset value is not changed,Components,GeckoView,General,Unspecified,All,RESOLVED,FIXED,--,normal
1600815,Select/Option dropdown closes randomly when opening dropdown,Components,Core,Widget: Cocoa,Unspecified,Unspecified,NEW,,P2,normal
1600817,[wpt-sync] Sync PR 20570 - Move CORB coverage for application/pdf into //services/network.,Components,Core,DOM: Networking,All,All,RESOLVED,FIXED,P5,normal
1600818,Report fission.autostart pref telemetry using RECORD_DEFAULTPREF_VALUE for all pref branches,Components,Core,DOM: Navigation,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600819,Intermittent dom/media/tests/mochitest/test_dataChannel_basicVideo.html | Test timed out.,Components,Core,WebRTC,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600820,network ID: fail to ask kernel the gateway of the pre-defined address,Components,Core,Networking,Unspecified,Unspecified,RESOLVED,DUPLICATE,P2,normal
1600821,Access to moz-fx-data-shared-prod,Client Software,Data Platform and Tools,Operations,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600822,Intermittent toolkit/components/thumbnails/test/browser_thumbnails_bg_crash_while_idle.js | We should have recovered and handled new capture requests -,Client Software,Firefox,New Tab Page,Unspecified,Unspecified,NEW,,P5,normal
1600823,Intermittent accessible/tests/browser/states/browser_test_link.js | Test timed out -,Components,Core,Disability Access APIs,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600824,PeerConnnection's operations chain should run synchronous parts of operations synchronously.,Components,Core,WebRTC: Signaling,Unspecified,All,RESOLVED,FIXED,P2,normal
